Precinct,Mondale,Reagan,Total,demPERC,repPERC,CODE
35134,66.1025688737272,278.271325826297,346.488862941293,19.0778336459626%,80.3117662900021%,17
35135,116.212580761875,304.257753140815,425.792160191503,27.2932645611905%,71.4568706488097%,15
35137,124.741944487517,360.561678988937,490.604627854239,25.4261654711864%,73.4933301721853%,15
35139,72.4995916679589,273.940254607211,347.505780341103,20.8628448127669%,78.8304166734487%,16
35140,102.352364707707,281.519629240612,391.297022417113,26.157205100989%,71.9452521007224%,15
35141,82.0951258593064,221.967399978175,306.19047194892,26.8117833114683%,72.49324205464%,15
35142,132.205137747454,204.643115101829,337.910264894789,39.1243331387453%,60.5613786741715%,13
35143,67.1687393394325,264.195344364266,335.619975926577,20.0133317911109%,78.7185994024574%,16
35144,94.8891714477697,276.105790216754,373.106007885363,25.4322282253156%,74.0019684436675%,15
35145,59.7055460794955,187.318830225484,248.073410480314,24.0676926897949%,75.5094348333429%,16
35146,69.301080270843,263.112576559495,334.541602941777,20.7152353134698%,78.6486865148687%,16
36105,157.793228924381,425.527747275232,585.448922311053,26.9525184710383%,72.6840089815976%,15
36248,104.484705639117,210.056954125687,317.718640051578,32.8859224696905%,66.1141424033499%,14
36249,114.080239830465,211.139721930459,328.383964177526,34.7398936230615%,64.2965993967707%,13
36250,77.8304439964852,132.097672182133,213.109018485821,36.521422016527%,61.9859605758177%,13
36251,97.0215123791802,155.918563887108,254.006010332222,38.1965419842951%,61.3838088646712%,13
36252,148.197694733034,178.656687787311,330.052184718147,44.9012918546774%,54.1298303902692%,11
36253,88.492148653538,142.925350229849,233.549367015255,37.8901256657047%,61.1970616989569%,13
36254,52.2423528195586,126.683833158275,178.926185977834,29.1977121929099%,70.8022878070899%,15
36255,69.301080270843,127.766600963047,198.133615299824,34.9769422851209%,64.4850702238009%,13
36256,108.749387501938,194.898204858885,310.01845282497,35.0783595334358%,62.8666465118193%,13
36258,131.138967281749,231.712310221119,372.396408042244,35.2148851196419%,62.22195091496%,13
36259,138.602160541686,266.36087997381,414.493981375817,33.4388837400312%,64.2617002760056%,13
36262,135.40364914457,145.090885839392,284.733527316241,47.5545154168596%,50.9567268761595%,11
36263,69.301080270843,147.256421448935,219.743537856294,31.537255177972%,67.012856389541%,14
36264,106.617046570528,192.732669249342,302.539673976814,35.2406827075179%,63.7049239578782%,13
36265,178.050467772781,245.788291683149,427.011817722276,41.6968478115009%,57.5600677738168%,12
36266,118.344921693286,150.50472486325,279.417855530905,42.3541013398825%,53.8636747380675%,11
36267,127.940455884633,276.105790216754,409.347250479171,31.2547490510488%,67.4502613352238%,14
36268,104.484705639117,341.071858503049,445.556564142166,23.4503796033804%,76.5496203966196%,16
36269,127.940455884633,242.539988268835,375.78929257211,34.0457959855476%,64.5414845667254%,13
36270,100.220023776296,206.808650711372,310.222554665042,32.30584696993%,66.6646082309104%,14
36271,131.138967281749,225.215703392489,356.354670674238,36.8001258503582%,63.1998741496418%,13
36272,148.197694733034,225.215703392489,373.413398125523,39.6872997800731%,60.312700219927%,13
36273,89.5583191192433,184.070526811169,277.892582194149,32.2276753168869%,66.2380137525832%,14
36274,57.573205148085,155.918563887108,214.557703101127,26.8334365608627%,72.6697581273133%,15
36275,109.815557967644,226.298471197261,339.291009451678,32.3661856366648%,66.6974558397459%,14
36276,77.8304439964852,240.374452659292,322.434833138314,24.1383485893717%,74.5497781116531%,15
36278,111.947898899054,337.823555088734,454.006524299638,24.6577731612442%,74.4094053736054%,15
36279,114.080239830465,355.147839965079,473.467072127823,24.0946512537342%,75.0100399525141%,16
36313,120.477262624696,216.553560954317,339.154847670023,35.5227895023081%,63.8509407847269%,13
36316,94.8891714477697,282.602397045383,379.606536734421,24.9967169332902%,74.4461355898874%,15
36317,223.895797798108,240.374452659292,469.588154725784,47.6791834599942%,51.1883552087592%,11
36318,77.8304439964852,199.229276077971,279.157788425125,27.8804487009184%,71.3679805252533%,15
36319,90.6244895849486,271.774718997667,365.593088759989,24.7883486781238%,74.3380351963071%,15
36322,57.573205148085,110.442316086702,171.213323432589,33.6265916657783%,64.5056785724891%,13
36323,63.9702279423166,90.952495600813,154.92272354313,41.2917011005861%,58.7082988994136%,12
36324,95.955341913475,144.008118034621,241.02939401403,39.8106389911471%,59.7471186548469%,12
36327,163.124081252907,197.063740468428,364.439791923785,44.7602278532255%,54.0730581115137%,11
36328,69.301080270843,187.318830225484,261.92483689454,26.458384432915%,71.5162534589666%,15
36329,83.1612963250116,201.394811687515,289.844134520139,28.6917299405393%,69.4838320675148%,14
36334,98.0876828448855,367.058285817567,474.706787283544,20.6627934279561%,77.323159400778%,16
36335,102.352364707707,244.705523878378,357.665031170966,28.6168218270077%,68.4175143086346%,14
36336,146.065353801623,167.829009739595,319.165490158232,45.7647704108638%,52.583695579491%,11
36337,84.2274667907169,174.325616568225,265.995011718336,31.6650550123496%,65.5371750928997%,14
36339,110.881728433349,180.822223396854,296.988056317388,37.3354167195367%,60.885351969714%,13
36340,115.14641029617,206.808650711372,326.177153449222,35.3018012078812%,63.4037818174678%,13
36341,46.9115004910322,189.484365835027,239.589746503433,19.5799282630653%,79.0870096071962%,16
37156,94.8891714477697,226.298471197261,329.69158304993,28.7811931896967%,68.6394445086544%,14
37203,76.76427353078,176.491152177768,260.663554286743,29.4495614244312%,67.7084115808606%,14
38230,119.411092158991,249.036595097464,369.509699301961,32.3160914001906%,67.3964974580959%,14
38231,129.006626350339,273.940254607211,406.132917094065,31.7646319518739%,67.4508869084757%,14
38232,100.220023776296,254.450434121322,359.96240642566,27.8418029181038%,70.6880578580284%,15
38233,86.3598077221275,218.71909656386,307.189950506827,28.1128362368769%,71.1999517572106%,15
38234,88.492148653538,221.967399978175,311.521560677218,28.4064282617115%,71.2526604886157%,15
38235,192.976854292655,567.37032970031,769.887180703028,25.0656017049715%,73.6952561259965%,15
38236,119.411092158991,374.637660450968,498.291666962667,23.9640957447393%,75.1844121204292%,16
38237,26.6542616426319,234.960613635434,262.680809344,10.1470151965788%,89.4471941906253%,18
38238,149.263865198739,348.65123313645,500.043044446628,29.8502032687849%,69.7242441442785%,14
38239,117.278751227581,276.105790216754,393.384541444334,29.8127503427016%,70.1872496572986%,15
38241,57.573205148085,163.497938520509,222.133155714099,25.9183303649572%,73.6035725936124%,15
38242,85.2936372564222,290.181771678784,376.541343001141,22.6518651515416%,77.0650493159538%,16
38281,95.955341913475,276.105790216754,374.193000262097,25.6432754878538%,73.7870002975364%,15
38282,118.344921693286,255.533201926094,373.878123619379,31.6533421500118%,68.3466578499885%,14
38283,81.0289553936011,199.229276077971,282.390099603441,28.6939788283618%,70.5510838934324%,15
38284,95.955341913475,208.974186320916,307.044496475659,31.2512821479873%,68.0599029520409%,14
38285,89.5583191192433,205.725882906601,298.457260292189,30.0070834368599%,68.9297632448934%,14
38286,73.5657621336641,234.960613635434,311.703356055871,23.6012095168067%,75.3795585034762%,16
38287,106.617046570528,262.029808754723,370.778723457119,28.7548987645345%,70.6701307754589%,15
38288,93.8230009820644,225.215703392489,319.038704374554,29.4080309679027%,70.5919690320971%,15
38289,82.0951258593064,258.781505340408,343.004577311154,23.9341196268744%,75.4454961997945%,16
38290,97.0215123791802,374.637660450968,478.039089144037,20.2957278144145%,78.3696707986335%,16
38315,35.1836253682742,105.028477062844,143.40990462892,24.5336090692714%,73.2365573595563%,15
38316,68.2349098051378,175.408384372997,243.643294178134,28.0060692970476%,71.9939307029527%,15
38317,111.947898899054,297.761146312185,410.774979277174,27.2528524244696%,72.4876541497597%,15
38360,105.550876104822,229.546774611576,335.097650716398,31.4985425529445%,68.5014574470555%,14
38362,74.6319325993694,145.090885839392,222.903720745964,33.4816899195797%,65.0912803760451%,14
38363,84.2274667907169,250.119362902236,334.346829692953,25.1916451153633%,74.8083548846367%,15
38364,115.14641029617,288.016236069241,407.422460608719,28.2621655478033%,70.6922823152468%,15
38365,57.573205148085,192.732669249342,250.305874397427,23.0011402196148%,76.9988597803852%,16
38366,82.0951258593064,208.974186320916,291.069312180222,28.2046654950953%,71.7953345049048%,15
38369,41.5806481625058,82.2903531626404,124.92003550048,33.2858119963839%,65.8744234525327%,14
38370,69.301080270843,203.560347297058,274.959495918569,25.2041050771227%,74.0328485899406%,15
38371,113.014069364759,331.326948260105,449.638099982219,25.1344513219027%,73.6874718297243%,15
38377,36.2497958339794,76.8765141387824,113.126309972762,32.0436473555157%,67.9563526444842%,14
38379,61.8378870109061,172.160080958682,236.112936210856,26.1899614664412%,72.9142942023888%,15
38382,73.5657621336641,173.242848763453,247.874544963052,29.678627204189%,69.8913431345992%,14
38383,121.543433090402,254.450434121322,377.055879257229,32.2348595465036%,67.483481393413%,14
38384,51.1761823538533,127.766600963047,180.008717382834,28.4298355645823%,70.9780075213352%,15
38385,60.7717165452008,190.567133639799,251.338850184999,24.1791973268237%,75.8208026731766%,16
38386,76.76427353078,147.256421448935,225.082707025221,34.1049183854797%,65.4232497001356%,14
38387,75.6981030650747,169.994545349139,247.820594525653,30.5455255685939%,68.5958104791578%,14
38388,157.793228924381,270.691951192896,431.675138274221,36.5536985880672%,62.7073294688886%,13
38389,87.4259781878327,298.843914116957,387.335826370724,22.5711055460582%,77.1536981014841%,16
38390,77.8304439964852,314.002663383759,395.023065537189,19.7027593542276%,79.4897034573789%,16
38391,142.866842404507,312.919895578988,458.972774120011,31.1275200753303%,68.1783132297879%,14
38392,150.330035664444,310.754359969444,462.133429809223,32.5295739212164%,67.2434279635925%,14
38393,13.8602160541686,122.352761939189,136.212977993358,10.1754005076113%,89.8245994923884%,18
38394,159.925569855792,373.554892646196,535.604486592998,29.8588928694539%,69.7445413540865%,14
39200,119.411092158991,338.906322893506,460.415483403165,25.9355074847533%,73.6088022905913%,15
39201,89.5583191192433,356.230607769851,450.044819111973,19.8998667057115%,79.1544736528162%,16
39202,74.6319325993694,272.857486802439,350.683299579182,21.2818610663602%,77.8073798010531%,16
39203,103.418535173412,266.36087997381,375.063519634406,27.5736054720063%,71.0175386381074%,15
39204,140.734501473097,334.575251674419,480.618601566158,29.2819505975207%,69.6134628547797%,14
39207,97.0215123791802,443.934799956349,547.323250779248,17.7265468333469%,81.110166491977%,17
39208,106.617046570528,199.229276077971,310.102214871378,34.3812592937299%,64.2463247676596%,13
39209,118.344921693286,284.767932654926,409.500614702959,28.8998153956693%,69.5402943073698%,14
39211,117.278751227581,284.767932654926,404.174629993946,29.0168512628657%,70.4566569799771%,15
39212,90.6244895849486,256.615969730865,348.302471361319,26.018905128852%,73.6761840155475%,15
39214,109.815557967644,286.93346826447,409.484114928434,26.8180263810323%,70.0719412069544%,15
39215,100.220023776296,242.539988268835,345.946048181646,28.9698420615209%,70.1091946399354%,15
39216,103.418535173412,345.402929722135,452.007501032063,22.87982720138%,76.4153092445327%,16
39217,99.1538533105908,349.734000941221,454.205758520196,21.8301620907745%,76.9990239843404%,16
39218,69.301080270843,232.79507802589,309.549852717414,22.3876960891684%,75.2043898526442%,16
39219,141.800671938802,310.754359969444,458.908992481794,30.8995191338351%,67.7159012049154%,14
39220,131.138967281749,345.402929722135,482.929657358631,27.1548796565963%,71.5224100361336%,15
39221,95.955341913475,252.284898511779,353.528266932867,27.1421979198332%,71.362016027897%,15
39224,109.815557967644,276.105790216754,395.47824478506,27.7677873348831%,69.8156709901491%,14
39225,92.7568305163591,299.926681921729,401.178396993245,23.1210930627256%,74.7614238876325%,15
39226,100.220023776296,376.803196060511,484.461226175773,20.6869029679444%,77.777781936216%,16
39227,178.050467772781,349.734000941221,533.085473091787,33.3999849480281%,65.6056145955048%,14
39228,86.3598077221275,265.278112169038,361.214426593972,23.9081834400821%,73.440619376819%,15
39230,166.322592650023,471.003995075639,641.582479948541,25.9238052546826%,73.4128517838293%,15
39231,118.344921693286,394.127480936856,514.60427076201,22.9972676903836%,76.5884590023406%,16
39234,125.808114953223,354.065072160308,483.070989311333,26.0434010190873%,73.2946254265991%,15
39235,91.6906600506539,246.871059487921,343.866645936788,26.66459836512%,71.7926738184728%,15
39236,117.278751227581,459.093549223151,579.566180628105,20.2356098660692%,79.2133089487051%,16
39237,75.6981030650747,264.195344364266,346.260385873059,21.8616122875881%,76.2996158795715%,16
39238,292.130707603246,557.625419457366,852.937029367814,34.2499736258103%,65.3770911869861%,14
39239,99.1538533105908,230.629542416347,329.783395726938,30.0663570681074%,69.9336429318925%,14
39241,109.815557967644,357.313375574622,470.28901393844,23.3506534732743%,75.9774021898359%,16
39242,84.2274667907169,333.492483869648,419.847896771804,20.0614240153015%,79.4317385972063%,16
39244,77.8304439964852,280.43686143584,364.643299725786,21.3442682355645%,76.9071752166378%,16
39271,66.1025688737272,207.891418516144,280.357003813161,23.5779980434447%,74.1523898774042%,15
39273,71.4334212022536,233.877845830662,306.373279078421,23.3158131208855%,76.3375469734739%,16
39274,74.6319325993694,163.497938520509,240.253895210889,31.0637763162422%,68.0521489056377%,14
39275,82.0951258593064,320.499270212389,405.792198269497,20.2308290325446%,78.9811316183899%,16
39276,74.6319325993694,204.643115101829,284.579974099412,26.2252932011647%,71.9105818142851%,15
39277,100.220023776296,253.367666316551,353.587690092847,28.3437536385895%,71.6562463614105%,15
39278,97.0215123791802,218.71909656386,321.054591190995,30.2196308793672%,68.1252044247342%,14
39281,109.815557967644,304.257753140815,416.201257219898,26.3852057298384%,73.1035161145757%,15
39317,105.550876104822,314.002663383759,426.999389868405,24.7192100525837%,73.537028584638%,15
39318,85.2936372564222,326.995877041018,414.41746040888,20.5815742348955%,78.9049468906043%,16
39332,129.006626350339,472.08676288041,604.270369517523,21.3491564137662%,78.1250888170051%,16
39333,89.5583191192433,385.465338498684,476.072691793261,18.8119000864966%,80.9677482333047%,17
39344,108.749387501938,267.443647778581,382.556051703809,28.4270467079518%,69.9096633257934%,14
39345,72.4995916679589,208.974186320916,281.473777988874,25.7571387949412%,74.2428612050591%,15
39348,107.683217036233,205.725882906601,314.471111988339,34.242641988758%,65.4196443055888%,14
39349,97.0215123791802,254.450434121322,353.586914741771,27.4392259255511%,71.9626274369204%,15
39350,95.955341913475,272.857486802439,373.051821048193,25.7217192088385%,73.1419795876535%,15
39351,81.0289553936011,295.595610702642,380.867480448951,21.2748421834512%,77.6111445257038%,16
39353,68.2349098051378,326.995877041018,400.552613134969,17.0351927730766%,81.6361861883134%,17
39354,121.543433090402,309.671592164673,439.718965659974,27.6411623292112%,70.4248887013293%,15
39355,92.7568305163591,341.071858503049,439.142671267363,21.1222540156855%,77.6676649342041%,16
39356,65.0363984080219,127.766600963047,197.041991703348,33.0063647072427%,64.8423211004703%,13
39357,110.881728433349,254.450434121322,372.735157303553,29.7481271247637%,68.2657455663887%,14
39358,126.874285418928,275.023022411982,410.403958447354,30.9144887147094%,67.0127606596323%,14
39359,133.27130821316,371.389357036653,509.961669627597,26.1335931993638%,72.8269160519187%,15
39360,118.344921693286,343.237394112592,470.085044401893,25.1752152302273%,73.016020866885%,15
39361,191.91068382695,437.43819312772,633.604769177548,30.2887056983583%,69.0395991961263%,14
39362,57.573205148085,110.442316086702,172.279257498523,33.4185356867925%,64.1065661010577%,13
39364,92.7568305163591,411.451765813202,507.398554486505,18.2808621932773%,81.0904489528153%,17
39366,163.124081252907,257.698737535637,427.202735102433,38.184231478245%,60.3223519797566%,13
39369,110.881728433349,241.457220464063,353.404882963346,31.3752677958469%,68.3231138289355%,14
39371,88.492148653538,273.940254607211,375.149380257585,23.5885098871222%,73.0216465822543%,15
39372,74.6319325993694,304.257753140815,379.95169778569,19.6424790399187%,80.0780085768771%,17
39373,89.5583191192433,402.789623375029,498.70190306782,17.9582870184203%,80.767613056462%,17
39374,93.8230009820644,276.105790216754,376.291807622108,24.9335752417673%,73.3754454984133%,15
39375,117.278751227581,385.465338498684,506.970104188372,23.1332676737097%,76.0331497486997%,16
39376,98.0876828448855,308.588824359901,413.056423518676,23.7468000156764%,74.7086370746026%,15
39377,77.8304439964852,202.477579492286,285.596049996385,27.2519329302595%,70.8964915638185%,15
39378,150.330035664444,469.921227270867,621.313274980817,24.1955293276303%,75.6335404688361%,16
40154,70.3672507365483,284.767932654926,356.19719543698,19.7551389056341%,79.9467082568056%,16
40155,201.506218018297,400.624087765486,606.386198006662,33.2306735675543%,66.0674812656413%,14
40156,60.7717165452008,99.6146380389857,162.501322825455,37.3976749779918%,61.3008166991867%,13
40158,116.212580761875,243.622756073606,359.835336835481,32.2960445696883%,67.7039554303117%,14
40161,120.477262624696,413.617301422745,546.828440934878,22.0320037521683%,75.6393176469771%,16
40162,87.4259781878327,292.347307288327,384.00835578801,22.766686419734%,76.1304546846152%,16
40168,43.7129890939164,161.332402910966,208.209394421485,20.9947246690641%,77.4856501356397%,16
40169,82.0951258593064,283.685164850155,374.279097285048,21.9342000274152%,75.7950863160554%,16
41100,106.617046570528,276.105790216754,390.125831536163,27.3288867211668%,70.7735217454218%,15
41120,91.6906600506539,238.208917049748,339.431729769608,27.0129902448689%,70.1787417491683%,15
41121,99.1538533105908,294.512842897871,393.666696208462,25.1872597467795%,74.8127402532204%,15
41122,93.8230009820644,239.29168485452,335.225732057424,27.9880068890393%,71.3822543949369%,15
41123,163.124081252907,294.512842897871,466.094086904307,34.9981014211832%,63.1874231346636%,13
41125,151.396206130149,413.617301422745,569.252499885173,26.5956155064208%,72.6597250791482%,15
41290,138.602160541686,412.534533617973,555.388664362109,24.9558857491046%,74.2785296296584%,15
41291,93.8230009820644,361.644446793709,463.958410310502,20.2222869328468%,77.9476002065961%,16
41293,162.057910787202,540.30113458102,705.532103634567,22.9696012346364%,76.5806590228346%,16
41294,76.76427353078,220.884632173403,300.842785881556,25.5164082814346%,73.4219474554284%,15
41298,111.947898899054,321.58203801716,437.777985098235,25.5718429682876%,73.4577911552585%,15
41299,143.933012870212,328.07864484579,478.383729989034,30.0873553691952%,68.5806444239461%,14
41301,157.793228924381,319.416502407617,484.651659691393,32.5580704757841%,65.9064084524148%,14
41302,59.7055460794955,226.298471197261,288.128041367767,20.7218796879569%,78.5409396888286%,16
41303,21.3234093141055,73.6282107244677,94.9516200385732,22.4571305949736%,77.5428694050264%,16
42075,66.1025688737272,426.610515080004,493.775095999236,13.3871816155405%,86.3977382692189%,18
42076,78.8966144621905,284.767932654926,364.730481183051,21.6314836660427%,78.0762638020393%,16
42077,135.40364914457,411.451765813202,548.97038319904,24.665018967968%,74.9497201316272%,15
42078,263.344105029203,1086.0161081859,1359.9830438817,19.3637785569414%,79.8551212143177%,16
42079,65.0363984080219,443.934799956349,511.095222455382,12.7249083048706%,86.859508845263%,18
42080,49.0438414224428,275.023022411982,329.384768102809,14.8895292593296%,83.4959746305393%,17
42081,164.190251718613,433.107121908633,599.429241759114,27.3910981113922%,72.2532522166613%,15
42082,76.76427353078,265.278112169038,345.228421836334,22.2357919207395%,76.8413303742417%,16
42083,69.301080270843,263.112576559495,334.537680921348,20.7154781727372%,78.6496085687144%,16
42084,77.8304439964852,360.561678988937,438.392122985423,17.7536136978157%,82.2463863021841%,17
42090,102.352364707707,500.238725804472,607.905072760133,16.8368992617525%,82.2889540192826%,17
42091,83.1612963250116,312.919895578988,399.275072081373,20.8280712070257%,78.3720090382238%,16
42092,74.6319325993694,414.700069227516,489.332001826886,15.251798844289%,84.7482011557108%,17
42093,47.9776709567375,282.602397045383,331.646002068055,14.4665307760569%,85.2120620430069%,18
42094,106.617046570528,446.100335565892,554.845328247859,19.2156338248739%,80.4008455788261%,17
42095,117.278751227581,389.79640971777,517.681091721348,22.6546329589933%,75.296628745248%,16
42096,73.5657621336641,316.168198993302,390.799895192901,18.824406822666%,80.9028361784078%,17
42097,52.2423528195586,343.237394112592,398.665783068666,13.1042981460389%,86.0965271387419%,18
42098,63.9702279423166,368.141053622338,435.3012397216,14.6956227331742%,84.571561031571%,17
42099,72.4995916679589,262.029808754723,343.020362957411,21.1356524268387%,76.3889952466922%,16
42100,106.617046570528,458.01078141838,571.011666323225,18.6716056533557%,80.2104069725118%,17
42101,83.1612963250116,401.706855570258,486.99217598628,17.0765158919831%,82.4873325237109%,17
42102,84.2274667907169,318.333734602846,406.813171596012,20.7042133026999%,78.2505967921238%,16
42103,77.8304439964852,355.147839965079,438.27536631892,17.7583432649168%,81.0330370488239%,17
42104,84.2274667907169,289.099003874013,377.535585236238,22.3098086867792%,76.5752991716299%,16
42106,46.9115004910322,155.918563887108,203.892076423645,23.0080056635256%,76.4711246371055%,16
42107,40.5144776968005,263.112576559495,304.689066301801,13.2969909910289%,86.3544530012365%,18
42108,122.609603556107,373.554892646196,497.230430268237,24.6585076239127%,75.1271181139652%,16
42109,105.550876104822,639.915772620006,751.833587168546,14.0391275285178%,85.114017721657%,18
42110,67.1687393394325,381.134267279597,453.600088976385,14.8079202301324%,84.024292883117%,17
42126,133.27130821316,432.024354103862,576.933727377753,23.0999336473008%,74.8828389817796%,15
42290,77.8304439964852,393.044713132085,476.176161506354,16.3448845801674%,82.5418710354404%,17
42291,92.7568305163591,395.210248741628,496.448985942974,18.6840608285609%,79.607423911029%,16
42292,129.006626350339,620.425952134117,757.932596868927,17.0208573800988%,81.8576684387425%,17
42293,85.2936372564222,467.755691661324,559.420189381893,15.2467928178752%,83.6143744075719%,17
42294,53.3085232852639,252.284898511779,306.655433842548,17.3838508639097%,82.2698281750698%,17
42295,53.3085232852639,201.394811687515,254.703334972778,20.9296526450906%,79.0703473549098%,16
42296,58.6393756137903,292.347307288327,354.172719038633,16.5567172347326%,82.5437114642469%,17
42297,79.9627849278958,250.119362902236,334.328984203268,23.9173953519027%,74.8123479327675%,15
42298,107.683217036233,424.444979470461,535.305176793467,20.1162293406663%,79.2902811089798%,16
42300,117.278751227581,436.355425322948,562.142038975857,20.8628323619501%,77.6236956264516%,16
42301,107.683217036233,352.982304355536,467.028537815059,23.0570957269586%,75.5804572472004%,16
42308,93.8230009820644,429.858818494319,526.867855612899,17.8076912422226%,81.587596190371%,17
42309,108.749387501938,434.189889713405,545.067223326783,19.9515551197874%,79.6580442066127%,16
42313,73.5657621336641,332.409716064876,408.08652441938,18.0270010724643%,81.4556953425071%,17
42314,95.955341913475,715.709518954017,818.036933140523,11.7299522828503%,87.4911009465476%,18
42315,114.080239830465,494.824886780614,612.102928808881,18.6374275405705%,80.8401436247849%,17
42316,109.815557967644,467.755691661324,580.765129806341,18.9087726400279%,80.5412838434875%,17
42375,68.2349098051378,333.492483869648,404.91735183173,16.8515647690727%,82.3606304745953%,17
42376,100.220023776296,603.101667257772,709.701607347957,14.121431139321%,84.9796112920567%,17
42381,76.76427353078,385.465338498684,467.543594277419,16.4186344268962%,82.4447908637085%,17
42382,84.2274667907169,351.899536550765,439.300061607826,19.1731060729759%,80.1045953107365%,17
42383,147.131524267328,515.397475071274,673.180495957085,21.8561775260803%,76.5615578833007%,16
42384,117.278751227581,494.824886780614,619.528666476989,18.9303187364191%,79.8711849113431%,16
43120,49.0438414224428,348.65123313645,400.881110695408,12.2340115595286%,86.9712300815684%,18
43121,52.2423528195586,360.561678988937,415.990067945012,12.5585577265427%,86.675549916398%,18
44125,118.344921693286,240.374452659292,364.003478839762,32.5120303988585%,66.0363064181338%,14
44126,148.197694733034,231.712310221119,383.086985240926,38.6851290810184%,60.4855604988495%,13
44127,89.5583191192433,200.312043882743,296.216479534676,30.234077205944%,67.6235313434997%,14
44128,113.014069364759,227.381239002033,345.717134655605,32.6897506764716%,65.7708907684152%,14
44129,216.432604538171,144.008118034621,371.038809307931,58.3315273520485%,38.8121442884176%,7
44130,154.594717527265,227.381239002033,387.273038886653,39.9187916545132%,58.7134182270258%,12
44131,185.513661032718,318.333734602846,512.308480409522,36.2113195714474%,62.1371198751933%,13
44132,86.3598077221275,182.987759006398,274.665470996909,31.441814440192%,66.6220469366742%,14
44133,163.124081252907,256.615969730865,425.041055361557,38.3784293764627%,60.3743959539572%,13
44134,173.78578590996,180.822223396854,360.967103709675,48.1444940893383%,50.0938233812821%,11
44135,163.124081252907,236.043381440205,404.442511330555,40.3330700119167%,58.362653486563%,12
44136,180.182808704192,227.381239002033,412.878029954179,43.6406869903416%,55.0722543961149%,12
44138,132.205137747454,158.084099496651,299.80841204314,44.0965404694618%,52.7283735700865%,11
44139,189.778342895539,214.388025344773,415.812277341902,45.6403894826544%,51.5588492757496%,11
44140,196.175365689771,257.698737535637,460.207241887927,42.6276137865612%,55.9962369297947%,12
44141,144.999183335918,178.656687787311,330.009831696776,43.9378374245371%,54.1367773404602%,11
44142,132.205137747454,227.381239002033,364.882247297958,36.2322745835034%,62.3163337448852%,13
44143,169.521104047139,215.470793149545,389.247789419563,43.5509484331112%,55.3556883318078%,12
44144,163.124081252907,95.2835668198993,261.567728468981,62.3639935276846%,36.4278756319126%,6
44145,91.6906600506539,155.918563887108,248.675158003696,36.8716605175701%,62.6996943075394%,13
44146,132.205137747454,163.497938520509,297.831022379403,44.3893106538242%,54.8962083312567%,11
44147,170.587274512844,228.464006806804,400.113293365154,42.6347430444311%,57.0998291222236%,12
44148,144.999183335918,257.698737535637,410.122949340349,35.3550523249523%,62.8345080298787%,13
44149,167.388763115729,264.195344364266,436.885111857779,38.3141376468374%,60.4724988775243%,13
44150,138.602160541686,173.242848763453,311.845009305139,44.4458485484577%,55.5541514515423%,12
44155,130.072796816044,203.560347297058,341.071150452067,38.1365579128112%,59.6826635812652%,12
45109,51.1761823538533,46.5590156051781,99.8592220500419,51.2483287003855%,46.6246528356152%,8
46110,49.0438414224428,37.8968731670054,89.0517608102877,55.0734100889076%,42.5560065541426%,7
46111,200.440047552592,213.305257540002,421.140455800618,47.5945838951856%,50.6494340788261%,11
46112,90.6244895849486,275.023022411982,373.050506745812,24.2928203946116%,73.7227312223908%,15
46113,134.337478678865,493.742118975842,636.583538059607,21.1028829127979%,77.5612452186299%,16
46116,66.1025688737272,190.567133639799,258.793726604536,25.5425700387007%,73.6366897838314%,15
46321,111.947898899054,137.511511205991,255.822426528335,43.760001974125%,53.7527194437585%,11
46322,140.734501473097,297.761146312185,440.593716135951,31.942012861044%,67.5817959737553%,14
46326,41.5806481625058,296.678378507414,338.25902666992,12.292546505516%,87.7074534944839%,18
46352,114.080239830465,318.333734602846,435.603932590255,26.1889829947364%,73.078709990041%,15
47260,94.8891714477697,350.816768745993,445.705940193763,21.2896358093227%,78.7103641906773%,16
47261,109.815557967644,288.016236069241,401.00485230323,27.3850945535702%,71.8236286705704%,15
47262,133.27130821316,638.833004815234,776.326405470073,17.1669168115521%,82.2892278703846%,17
47271,82.0951258593064,383.299802889141,469.642976930468,17.4803265228984%,81.6151463382555%,17
47272,68.2349098051378,286.93346826447,356.230390115113,19.1547132694345%,80.5471616758328%,17
47274,107.683217036233,466.672923856553,574.356140892786,18.748509743249%,81.251490256751%,17
47275,104.484705639117,391.961945327313,499.606731362604,20.9133902888278%,78.454096136434%,16
47276,113.014069364759,633.419165791376,749.619271292651,15.0761958360377%,84.498783589048%,17
47277,136.469819610275,515.397475071274,655.053330818065,20.8333906858918%,78.6802311847829%,16
47278,127.940455884633,554.377116043051,687.614654285039,18.6064178660738%,80.6232258996102%,17
47279,88.492148653538,583.611846771884,675.293953582366,13.1042412247431%,86.4233780971801%,18
47280,62.9040574766114,263.112576559495,329.19361432288,19.1085290660935%,79.926391373263%,16
47281,94.8891714477697,459.093549223151,561.428571050744,16.9013791496538%,81.7723879573732%,17
47282,46.9115004910322,258.781505340408,308.853086227615,15.188936935686%,83.7878968609995%,17
47283,133.27130821316,416.86560483706,552.251881291488,24.1323411884979%,75.4846871435158%,16
47284,108.749387501938,358.396143379394,472.459513129287,23.0177156941232%,75.8575356024888%,16
47285,101.286194242001,360.561678988937,463.975819342378,21.8300588133149%,77.7113082099804%,16
47286,93.8230009820644,400.624087765486,495.509100793056,18.9346675635022%,80.8510049814004%,17
